4,1,2,5,10
0,78019.0,78019.0,76780.0,76827.0
1,77804.0,77804.0,76611.0,77169.0
2,77151.0,77151.0,75762.0,76105.0
3,77746.0,77101.0,76086.0,77090.0
4,76337.0,76291.0,74843.0,75514.0
5,78407.0,78407.0,77531.0,77633.0
6,78260.0,78260.0,76761.0,77727.0
7,77730.0,77730.0,76485.0,76831.0
8,77456.0,77456.0,75979.0,76724.0
9,77640.0,77751.0,76172.0,76809.0
