8,17,18,19,20,21,22,23,24
0,15.091172,17.207445,11.544341,19.429047,16.150997,11.526739,12.015999,10.979176
1,24.021742,12.855991,7.140216,11.585864,10.832109,13.780842,3.937173,8.214035
2,50.270583,28.246137,21.929125,28.464479,9.901967,10.019175,5.849326,15.350432
3,14.48325,26.065091,9.802972,13.271646,14.697274,16.56277,3.483763,3.715317
4,9.866363,13.934118,6.059946,5.454329,6.901641,7.332931,4.087086,3.515827
5,23.766717,19.529021,14.237824,17.467304,10.629697,12.850728,5.025559,5.08269
6,15.402829,17.337731,10.184811,11.976879,12.482359,11.329414,7.168327,9.426275
7,16.571915,17.182495,7.614786,8.756018,12.375975,13.89784,4.97212,6.382403
8,14.389991,10.836677,5.821752,8.322652,8.35666,10.350348,3.523829,2.86294
9,51.892808,33.845299,32.519989,31.454447,18.325982,16.94359,16.864881,15.683943
10,16.623658,12.078284,6.254291,10.730373,13.017927,8.221582,4.635182,4.942536
11,39.025267,19.026828,13.890166,28.111653,16.026577,13.698876,6.174009,7.829221
12,19.085664,16.415551,14.357401,23.256023,14.84563,8.897922,4.23843,7.186396
13,27.546091,28.438308,18.35889,24.287682,14.485269,13.105831,10.211393,10.89183
14,20.774298,24.476635,24.148965,23.064267,13.494114,17.262416,12.223188,13.255034
15,12.916329,18.509498,6.651554,8.475929,13.994227,11.818708,5.721533,4.614194
16,16.701926,15.242771,18.009207,34.646067,16.257669,11.295101,8.049426,7.702792
17,31.091095,37.354195,18.332957,39.67935,30.647108,13.283672,10.144663,18.412324
18,5.606185,11.094973,6.648684,7.483419,5.473745,9.624595,4.30226,2.722592
19,26.181266,34.39561,40.220487,24.850947,17.080895,21.133205,13.677274,16.561127
